address,city,name,postalCode,province,websites
1005 S 14th St,Kingsville,Taco Bell,78363,TX,http://www.tacobell.comhttps://locations.tacobell.com/tx/kingsville/1005-south-14th-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=016215andutm_content=website
4622 S Fort Hood St,Killeen,McDonald's,76542,TX,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
404 N Wood St,Gilmer,Taco Bell,75644,TX,http://www.tacobell.comhttps://locations.tacobell.com/tx/gilmer/404-north-wood.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=018402andutm_content=website
7104 S Fry Rd,Katy,McDonald's,77494,TX,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1265 S Wheeler St,Jasper,McDonald's,75951,TX,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
307 E Wise St,Bowie,McDonald's,76230,TX,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
705 N McCoy Blvd,New Boston,Taco Bell,75570,TX,http://www.tacobell.comhttps://locations.tacobell.com/tx/new-boston/705-n--mccoy-boulevard.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=G135401andutm_content=website
821 S Sam Houston Blvd,San Benito,McDonald's,78586,TX,http://www.mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
2652 S Nc 127 Hwy,Hickory,Domino's Pizza,28602,NC,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepagehttps://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps
1696 N Center St,Lonoke,SONIC Drive In,72086,AR,https://locations.sonicdrivein.com/ar/lonoke/1696-north-center-street.html
651 Terry Pkwy Ste 101,Gretna,Domino's Pizza,70056,LA,https://www.dominos.com/en/?redirect=homepagehttps://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps
1449 Papillion Dr,Papillion,Domino's Pizza,68133,NE,https://www.dominos.com/en/?redirect=homepagehttps://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps
323 N 114th St,Omaha,Domino's Pizza,68154,NE,https://www.dominos.com/en/?redirect=homepagehttps://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps
102 Pavilion Pkwy,Newport,Domino's Pizza,41071,KY,https://www.dominos.com/en/?redirect=homepagehttps://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps
998 Nc Highway 150 W A,Greensboro,Domino's Pizza,27455,NC,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepagehttps://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps
1518 N Ed Carey Dr,Harlingen,Taco Bell,78550,TX,http://www.tacobell.comhttps://locations.tacobell.com/tx/harlingen/1518-ed-carey-road.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=016925andutm_content=website
1501 7th St,Las Vegas,McDonald's,87701,NM,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
1130 Burlington St,Holdrege,Sonic Drive-In,68949,NE,https://locations.sonicdrivein.com/ne/holdrege/1130-burlington-street.html
1630 S Broadway,Minot,Taco Bell,58701,ND,http://www.tacobell.comhttps://locations.tacobell.com/nd/minot/1630-south-broadway.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=017160andutm_content=website
801 Dakota Ave,Wahpeton,Taco John's,58075,ND,http://locations.tacojohns.com/nd/wahpeton/801-dakota-avenue.htmlhttps://www.tacojohns.com
223 N Josephine Ave,Madison,Taco John's,57042,SD,https://www.tacojohns.comhttp://locations.tacojohns.com/sd/madison/223-n-josephine-avenue.html
327 S Canal St,Carlsbad,McDonalds,88220,NM,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
2005 E Madison Ave,Bastrop,McDonald's,71220,LA,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://www.mcdonalds.com
2000 N Date St,Truth Or Consequences,Sonic Drive-In,87901,NM,https://locations.sonicdrivein.com/nm/truth-or-consequences/2000-north-date-street.html
320 NW 2nd St,Madison,McDonald's,57042,SD,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
681 W Bridge St,Owatonna,Taco Bell,55060,MN,https://locations.tacobell.com/mn/owatonna/681-west-bridge-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=016351andutm_content=websitehttp://www.tacobell.com
2121 E Grand Ave,Laramie,Taco Bell,82070,WY,http://www.tacobell.comhttps://locations.tacobell.com/wy/laramie/2121-grand-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=023073andutm_content=website
1401 Mill St,Belle Fourche,Taco John's,57717,SD,https://www.tacojohns.comhttp://locations.tacojohns.com/sd/belle-fourche/1401-mill-street.html
1650 E Bert Kouns Industrial Loop,Shreveport,Whataburger,71105,LA,https://locations.whataburger.com/la/shreveport/1650-bert-kouns-road.html/?utm_source=yextpagesandutm_medium=locallistingsandutm_campaign=yextpageshttps://locations.whataburger.com/la/shreveport/1650-bert-kouns-road.html/
600 N Grand Ave,Tahlequah,Northeastern State University,74464,OK,https://www.nsuok.edu/muskogee.aspx
507 MacArthur Dr,Alexandria,McDonald's,71303,LA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
245 High St,Ellsworth,Taco Bell,4605,ME,http://www.tacobell.comhttps://locations.tacobell.com/me/ellsworth/245-high-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=E277001andutm_content=website
259 High St,Ellsworth,McDonald's,4605,ME,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
6001 San Mateo Blvd Ne Ste G1,Albuquerque,Pizza Hut,87109,NM,http://www.pizzahut.com
304 Keyser Ave,Natchitoches,McDonald's,71457,LA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
192 Water St,Gardiner,Domino's Pizza,4345,ME,https://www.dominos.com/en/?redirect=homepagehttps://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps
1306 S Thompson St,Springdale,SONIC Drive In,72764,AR,https://locations.sonicdrivein.com/ar/springdale/1306-s--thompson-street.html
1310 E Main St,Stigler,McDonald's,74462,OK,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://t.co/FMvCN6Rr2V
1510 S Mississippi Ave,Atoka,Taco Bell,74525,OK,https://locations.tacobell.com/ok/atoka/1510-s-mississippi-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=029375andutm_content=website
207 N Broadway St,Checotah,Subway,74426,OK,http://www.subway.comhttp://subway.com
4105 Main St,Springfield,Domino's Pizza,97478,OR,https://www.dominos.com/en/?redirect=homepagehttps://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps
499 Canal St,Brattleboro,Domino's Pizza,5301,VT,http://www.dominos.comhttps://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps
105 Blake Dr,Wagoner,SONIC Drive In,74467,OK,https://locations.sonicdrivein.com/ok/wagoner/105-north-blake-drive.html
5704 Jackson St,Alexandria,Subway,71303,LA,http://www.subway.com
603 E Main St,Endicott,McDonald's,13760,NY,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1052 Sagamore Pkwy W,West Lafayette,Jimmy John's,47906,IN,http://www.jimmyjohns.com
363 Swanton Rd,Saint Albans,Taco Bell,5478,VT,http://www.tacobell.comhttps://locations.tacobell.com/vt/saint-albans/363-swanton-road.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=E715018andutm_content=website
580 Shelburne Rd Ste 11,Burlington,SUBWAY,5401,VT,http://subway.comhttp://www.subway.com
2201 S Park Ave Ste 5,Alexandria,Pizza Hut,46001,IN,http://www.pizzahut.com
25 Berlin St,Montpelier,Domino's Pizza,5602,VT,https://www.dominos.com/en/?redirect=homepagehttps://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps
313 2nd St,North Wilkesboro,Wendy's,28659,NC,http://www.wendys.com
127 North St,Houlton,Domino's Pizza,4730,ME,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepagehttps://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps
1215 2nd Ave W,Williston,Taco John's,58801,ND,http://locations.tacojohns.com/nd/williston/1215-2nd-avenue-w.html
7201 Two Notch Rd,Columbia,Sarku Japan,29223,SC,http://www.sarkujapan.com
875 4th St SW,Mason City,Taco Bell,50401,IA,http://www.tacobell.comhttps://locations.tacobell.com/ia/mason-city/795-4th-st-sw.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=026758andutm_content=website
320 11th Street Sw Plz,Spencer,Taco Bell,51301,IA,http://www.tacobell.comhttps://locations.tacobell.com/ia/spencer/320-11th-st-sw-plaza.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=020871andutm_content=website
120 E Jefferson St,Washington,Taco Bell,52353,IA,http://www.tacobell.comhttps://locations.tacobell.com/ia/washington/120-east-jefferson.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=G160006andutm_content=website
6694 Highway 431 S,Owens Cross Roads,Taco Bell,35763,AL,http://www.tacobell.com
2721a Emanuel Church Rd,West Columbia,Pizza Hut,29170,SC,http://www.pizzahut.com
837 W Morton Ave,Jacksonville,Taco Bell,62650,IL,http://www.tacobell.comhttps://locations.tacobell.com/il/jacksonville/837-w-morton.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=004982andutm_content=website
2013 US Route 20,Seneca Falls,Burger King,13148,NY,http://www.bk.comhttps://locations.bk.com/ny/seneca-falls/2013-route-5.htmlhttps://www.bk.com
2211 W Dekalb St,Camden,Chick-fil-A,29020,SC,http://www.chick-fil-a.com/camdenhttp://www.chick-fil-a.com
1400 S Higley Blvd,Rawlins,Subway,82301,WY,https://www.ta-petro.com
3 Spaulding Ave,Malone,Domino's Pizza,12953,NY,http://www.dominos.com
80 Clinton Plz,Clinton,Taco Bell,61727,IL,http://www.tacobell.comhttps://locations.tacobell.com/il/clinton/80-clinton-plaza.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=D333054andutm_content=website
776 E Main St,Cobleskill,Taco Bell,12043,NY,http://www.tacobell.comhttps://locations.tacobell.com/ny/cobleskill/776-east-main-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=026358andutm_content=website
1134 Paterson St,Ogdensburg,McDonald's,13669,NY,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
201 Maple City Dr,Monmouth,Taco Bell,61462,IL,http://www.tacobell.comhttps://locations.tacobell.com/il/monmouth/201-maple-city-drive.html?utm_source=yextpowerlistingsandutm_campaign=yextandutm_medium=organicandutm_term=024621andutm_content=website
31305 Vine St,Eastlake,Burger King,44095,OH,http://www.bk.com
2118 Missouri Blvd,Jefferson City,Captain D's,65109,MO,https://locations.captainds.com/mo/jefferson-city/2118-missouri-blvd.htmlhttp://www.captainds.com
1212 W Main St,Fairfield,McDonald's,62837,IL,http://www.mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
2333 Missouri Blvd,Jefferson City,Jack in the Box,65109,MO,http://www.jackinthebox.com
550 E Industrial Park Rd,Murphysboro,McDonald's,62966,IL,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
220 S Main St,Atmore,Burger King,36502,AL,http://www.bk.comhttps://locations.bk.com/al/atmore/220-south-main-st.htmlhttps://www.bk.com
1607 S State Route 127,Greenville,Taco Bell,62246,IL,http://www.tacobell.comhttps://locations.tacobell.com/il/greenville/1607-south-route-127.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=D375003andutm_content=website
51-67 E 161st St,Bronx,McDonald's,10451,NY,http://mcdonalds.comhttp://mcdonalds.com/
253 W 42nd St,New York,Five Guys,10036,NY,http://fiveguys.comhttp://www.fiveguys.com/
4461 Market Commons Dr,Fairfax,Pei Wei,22033,VA,http://www.peiwei.com
14493 Gideon Dr,Woodbridge,Wendy's,22192,VA,http://www.wendys.com
2815 Fern Valley Rd,Louisville,Arby's,40213,KY,http://www.arbys.com
2800 Outer Loop,Louisville,McDonald's,40219,KY,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
6501 Paramount Park Dr,Louisville,Taco Bell,40213,KY,https://locations.tacobell.com/ky/louisville/6501-paramount-park-dr-.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=031668andutm_content=website
713 McCroskey St,Nixa,Arby's,65714,MO,http://www.arbys.comhttps://locations.arbys.com/us/mo/nixa/713-mccroskey-st.htmlhttp://locations.arbys.com/us/mo/nixa/713-mccroskey-st.html
3409 W Blue Ridge Dr,Greenville,Taco Bell,29611,SC,http://www.tacobell.comhttps://locations.tacobell.com/sc/greenville/3409-w-blueridge-dr.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=027337andutm_content=websitehttps://locations.tacobell.com/sc/greenville/3409-w-blueridge-dr.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=027337&utm_content=website
6103 White Horse Rd,Greenville,McDonald's,29611,SC,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
2219 Madison Street,Clarksville,SONIC Drive In,37043,TN,https://locations.sonicdrivein.com/tn/clarksville/2219-madison-street.html
788 Riverside Drive,Clarksville,Taco Bell,37040,TN,http://www.tacobell.comhttps://locations.tacobell.com/tn/clarksville/788-riverside-drive.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=022800&utm_content=website
400 Lovell Rd,Knoxville,Wendy's,37934,TN,http://www.wendys.com
13433 Leopard St,Corpus Christi,Burger King,78410,TX,http://www.bk.com
208 E Highway 90,Dayton,Jack in the Box,77535,TX,http://www.jackinthebox.comhttps://www.jackinthebox.com/locations/3964
3305 S Campbell Ave Ste E,Springfield,Jimmy John's,65807,MO,http://www.jimmyjohns.com
1173 Murfreesboro Rd,Nashville,McDonald's,37217,TN,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
2203 E Hubbard St,Mineral Wells,Taco Bell,76067,TX,http://www.tacobell.comhttps://locations.tacobell.com/tx/mineral-wells/2203-e-hubbard-st-.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=027865&utm_content=website
2901 Houston Hwy,Victoria,Wendy's,77901,TX,http://www.wendys.comhttps://locations.wendys.com/victoria-tx-8408
6201 W Colonial Drive,Orlando,Krystal,32808,FL,http://t.co/3VQiWtMxPfhttp://www.krystal.com/locations/florida/orlando-west-colonial-drive/
3596 MT Diablo Blvd,Lafayette,Baja Fresh,94549,CA,
31707 LA Highway 16,Denham Springs,Mcdonald's,70726,LA,http://mcdonalds.com
903 S Springfield Ave,Bolivar,McDonald's,65613,MO,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1875 S Springfield Ave,Bolivar,Taco Bell,65613,MO,http://www.tacobell.comhttps://locations.tacobell.com/mo/bolivar/1875-s-springfield-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=016632andutm_content=website
1905 Southwest Blvd,Jefferson City,Taco Bell,65109,MO,http://www.tacobell.comhttps://locations.tacobell.com/mo/jefferson-city/1905-southwest-blvd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=027906andutm_content=website
2605 Missouri Blvd,Jefferson City,Taco Bell,65109,MO,http://www.tacobell.comhttps://locations.tacobell.com/mo/jefferson-city/2605-missouri-blvd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=027911andutm_content=website
3407 Missouri Blvd,Jefferson City,Chick-fil-A,65109,MO,http://www.chick-fil-a.com/jeffersoncityhttp://www.chick-fil-a.com
1911 S Springfield Ave,Bolivar,Burger King,65613,MO,http://www.bk.com
5160 Southport Supply Road,Southport,Bojangles' Famous Chicken 'n Biscuits,28461,NC,http://www.bojangles.comhttp://locations.bojangles.com/nc/southport/5160-southport-supply-road.html
421 N 36th St,Quincy,Burger King,62301,IL,https://locations.bk.com/il/quincy/421-north-36th-st.htmlhttp://www.bk.com
501 S 8th St,Rogers,Arby's,72756,AR,https://locations.arbys.com/us/ar/rogers/501-s-8th-st.htmlhttp://locations.arbys.com/us/ar/rogers/501-s-8th-st.html
2000 S Pleasant St,Springdale,Wendy's,72764,AR,http://www.wendys.com
311 N Gaskill St,Huntsville,SUBWAY,72740,AR,http://subway.comhttp://www.subway.com
401 S Thompson St,Springdale,Hardee's,72764,AR,http://www.hardees.com
1260 E Robinson Ave,Springdale,McDonald's,72764,AR,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1300 S Thompson St,Springdale,Burger King,72764,AR,http://www.bk.comhttps://locations.bk.com/ar/springdale/1300-south-thompson-st.html
1407 Main St,Keokuk,McDonald's,52632,IA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1421 Avenue H,Fort Madison,Taco Bell,52627,IA,http://www.tacobell.comhttps://locations.tacobell.com/ia/fort-madison/1421-avenue-h.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=H143011andutm_content=website
1029 S Range Line Rd,Joplin,Taco Bell,64801,MO,http://www.tacobell.comhttps://locations.tacobell.com/mo/joplin/1029-s-range-line-rd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=001128andutm_content=websitehttps://locations.tacobell.com/mo/joplin/1029-s-range-line-rd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=001128&utm_content=website
